,Brand,Model,Year,Fuel,Horse Power,Engine Cylinders,Number of Doors,Market Categories,Vehicle Size,Vehicle Style,Miles Per Gallon (MPG),Retail Price
10403,Hyundai,Tiburon,2008,regular unleaded,138.0,4.0,2.0,Hatchback,Compact,2dr Hatchback,20,17270
10404,Hyundai,Tiburon,2008,regular unleaded,172.0,6.0,2.0,Hatchback,Compact,2dr Hatchback,17,22770
10405,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,30225
10406,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,28230
10407,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,33235
10408,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,37650
10409,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,39625
10410,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,26255
10411,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,35565
10412,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,33590
10413,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,31260
10414,Volkswagen,Tiguan,2015,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,28250
10415,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,24890
10416,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,36420
10417,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,33365
10418,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,28700
10419,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,26865
10420,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,31390
10421,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,21,34445
10422,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,30675
10423,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,30095
10424,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,32070
10425,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,26970
10426,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,34580
10427,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,24995
10428,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,36475
10429,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,34500
10430,Volkswagen,Tiguan,2017,premium unleaded (recommended),200.0,4.0,4.0,Crossover,Compact,4dr SUV,20,32605
10431,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,39780
10432,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,34440
10433,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,37580
10434,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,31910
10435,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,34760
10436,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,13,29360
10437,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,33990
10438,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,37320
10439,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,43280
10440,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,34640
10441,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,40580
10442,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,32210
10443,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,13,31790
10444,Nissan,Titan,2014,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,36840
10445,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,41160
10446,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,32490
10447,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,32060
10448,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,34910
10449,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,13,31940
10450,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,38170
10451,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,13,34140
10452,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,12,34790
10453,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,40370
10454,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,43860
10455,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Extended Cab Pickup,13,29640
10456,Nissan,Titan,2015,regular unleaded,317.0,8.0,4.0,Flex Fuel,Large,Crew Cab Pickup,12,36990
10457,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,37670
10458,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,40700
10459,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,37810
10460,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,45020
10461,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,49460
10462,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,55400
10463,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,46380
10464,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,52310
10465,Nissan,Titan,2017,regular unleaded,390.0,8.0,4.0,,Large,Crew Cab Pickup,15,34780
10466,Acura,TL,2012,premium unleaded (required),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,42985
10467,Acura,TL,2012,premium unleaded (required),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,41635
10468,Acura,TL,2012,premium unleaded (required),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,39255
10469,Acura,TL,2012,premium unleaded (required),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,45185
10470,Acura,TL,2012,premium unleaded (required),280.0,6.0,4.0,Luxury,Midsize,Sedan,20,35705
10471,Acura,TL,2012,premium unleaded (required),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,17,42985
10472,Acura,TL,2012,premium unleaded (required),280.0,6.0,4.0,Luxury,Midsize,Sedan,20,39435
10473,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,39635
10474,Acura,TL,2013,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,45385
10475,Acura,TL,2013,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,39455
10476,Acura,TL,2013,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,17,43185
10477,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,41835
10478,Acura,TL,2013,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,43185
10479,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,4.0,Luxury,Midsize,Sedan,20,35905
10480,Acura,TL,2013,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,37405
10481,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,37530
10482,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,4.0,Luxury,Midsize,Sedan,20,36030
10483,Acura,TL,2014,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,17,43310
10484,Acura,TL,2014,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,39580
10485,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,39760
10486,Acura,TL,2014,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,45510
10487,Acura,TL,2014,premium unleaded (recommended),305.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,18,43310
10488,Acura,TL,2014,premium unleaded (recommended),280.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,41960
10489,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,41575
10490,Acura,TLX,2015,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,35500
10491,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,42600
10492,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,39375
10493,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,44800
10494,Acura,TLX,2015,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,31445
10495,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,35320
10496,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,41575
10497,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,35320
10498,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,42600
10499,Acura,TLX,2016,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,35750
10500,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,44800
10501,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,39375
10502,Acura,TLX,2016,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,31695
10503,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,42600
10504,Acura,TLX,2017,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,35950
10505,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,44800
10506,Acura,TLX,2017,premium unleaded (recommended),206.0,4.0,4.0,Luxury,Midsize,Sedan,24,31900
10507,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,41600
10508,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,39400
10509,Acura,TLX,2017,premium unleaded (recommended),290.0,6.0,4.0,Luxury,Midsize,Sedan,21,35350
10516,Pontiac,Torrent,2007,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,23965
10517,Pontiac,Torrent,2007,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,22455
10518,Pontiac,Torrent,2008,regular unleaded,264.0,6.0,4.0,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,16,29745
10519,Pontiac,Torrent,2008,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,25145
10520,Pontiac,Torrent,2008,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,23520
10521,Pontiac,Torrent,2008,regular unleaded,264.0,6.0,4.0,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,16,28120
10522,Pontiac,Torrent,2009,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,24820
10523,Pontiac,Torrent,2009,regular unleaded,185.0,6.0,4.0,Crossover,Compact,4dr SUV,17,26815
10524,Pontiac,Torrent,2009,regular unleaded,264.0,6.0,4.0,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,16,31415
10525,Pontiac,Torrent,2009,regular unleaded,264.0,6.0,4.0,"Crossover,Factory Tuner,Performance",Compact,4dr SUV,17,29420
10526,Volkswagen,Touareg 2,2008,premium unleaded (required),350.0,8.0,4.0,"Crossover,Performance",Midsize,4dr SUV,12,48390
10527,Volkswagen,Touareg 2,2008,premium unleaded (required),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,14,39300
10528,Volkswagen,Touareg 2,2008,diesel,310.0,10.0,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,15,68340
10529,Volkswagen,Touareg 2,2009,diesel,221.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,17,42800
10530,Volkswagen,Touareg 2,2009,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,14,39300
10531,Volkswagen,Touareg 2,2009,premium unleaded (recommended),350.0,8.0,4.0,"Crossover,Performance",Midsize,4dr SUV,13,48900
10532,Volkswagen,Touareg,2015,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,20,62200
10533,Volkswagen,Touareg,2015,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,20,56670
10534,Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,53170
10535,Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,48745
10536,Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,44705
10537,Volkswagen,Touareg,2015,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,58700
10538,Volkswagen,Touareg,2015,premium unleaded (recommended),380.0,6.0,4.0,"Crossover,Hybrid",Midsize,4dr SUV,20,66995
10539,Volkswagen,Touareg,2015,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,20,52245
10540,Volkswagen,Touareg,2016,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,51450
10541,Volkswagen,Touareg,2016,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,46745
10542,Volkswagen,Touareg,2016,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,21,54950
10543,Volkswagen,Touareg,2016,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,42705
10544,Volkswagen,Touareg,2016,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,21,63245
10545,Volkswagen,Touareg,2016,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,59745
10546,Volkswagen,Touareg,2016,diesel,240.0,6.0,4.0,"Crossover,Diesel",Midsize,4dr SUV,21,50245
10547,Volkswagen,Touareg,2017,premium unleaded (recommended),280.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,49495
10548,Volkswagen,Touareg,2017,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,52795
10549,Volkswagen,Touareg,2017,premium unleaded (recommended),280.0,6.0,4.0,"Crossover,Performance",Midsize,4dr SUV,17,60195
10550,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,32995
10551,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,30765
10552,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,41995
10553,Chrysler,Town and Country,2014,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,34465
10554,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,29995
10555,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,37945
10556,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,35315
10557,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,33695
10558,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,40295
10559,Chrysler,Town and Country,2015,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,31465
10560,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,35845
10561,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,34145
10562,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,40645
10563,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,29995
10564,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,38445
10565,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,37345
10566,Chrysler,Town and Country,2016,flex-fuel (unleaded/E85),283.0,6.0,4.0,Flex Fuel,Midsize,Passenger Minivan,17,31875
10567,Lincoln,Town Car,2009,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,52055
10568,Lincoln,Town Car,2009,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,46385
10569,Lincoln,Town Car,2010,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,52595
10570,Lincoln,Town Car,2010,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,46925
10571,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,47225
10572,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,47000
10573,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,52895
10574,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,4.0,"Flex Fuel,Luxury",Large,Sedan,16,52670
10575,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,19060
10576,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,4.0,,Compact,4dr SUV,20,16790
10577,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,4.0,,Compact,4dr SUV,20,17890
10578,Chevrolet,Tracker,2002,regular unleaded,155.0,6.0,4.0,,Compact,4dr SUV,16,21510
10579,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,17200
10580,Chevrolet,Tracker,2002,regular unleaded,155.0,6.0,4.0,,Compact,4dr SUV,16,21935
10581,Chevrolet,Tracker,2002,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,16100
10582,Chevrolet,Tracker,2002,regular unleaded,155.0,6.0,4.0,,Compact,4dr SUV,17,20835
10583,Chevrolet,Tracker,2003,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,16,22530
10584,Chevrolet,Tracker,2003,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,21430
10585,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,17730
10586,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,16630
10587,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,4.0,,Compact,4dr SUV,20,17330
10588,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,4.0,,Compact,4dr SUV,20,18430
10589,Chevrolet,Tracker,2003,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,16,22130
10590,Chevrolet,Tracker,2003,regular unleaded,127.0,4.0,2.0,,Compact,Convertible SUV,20,19580
10591,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,22315
10592,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,22715
10593,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,21615
10594,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,19865
10595,Chevrolet,Tracker,2004,regular unleaded,165.0,6.0,4.0,,Compact,4dr SUV,17,20965
10596,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,14,32320
10597,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,14,34220
10598,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,13,30070
10599,Chevrolet,TrailBlazer EXT,2004,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,13,31970
10600,Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,12,32515
10601,Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,13,30265
10602,Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,12,30335
10603,Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,4.0,,Large,4dr SUV,13,28085
10604,Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,4.0,,Large,4dr SUV,14,27980
10605,Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,4.0,,Large,4dr SUV,14,30230
10606,Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,4.0,,Large,4dr SUV,14,28130
10607,Chevrolet,TrailBlazer EXT,2006,regular unleaded,291.0,6.0,4.0,,Large,4dr SUV,14,25880
10608,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,4.0,,Midsize,4dr SUV,14,25045
10609,Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,13,34885
10610,Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,33620
10611,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,4.0,,Midsize,4dr SUV,14,27340
10612,Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,37125
10613,Chevrolet,TrailBlazer,2007,premium unleaded (required),395.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,13,31320
10614,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,4.0,,Midsize,4dr SUV,14,27970
10615,Chevrolet,TrailBlazer,2007,regular unleaded,291.0,6.0,4.0,,Midsize,4dr SUV,14,30210
10616,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,26390
10617,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,28525
10618,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,29880
10619,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,29535
10620,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,27745
10621,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,31910
10622,Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,32155
10623,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,31810
10624,Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,34290
10625,Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,37725
10626,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,27400
10627,Chevrolet,TrailBlazer,2008,premium unleaded (required),390.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,35590
10628,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,33945
10629,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,29780
10630,Chevrolet,TrailBlazer,2009,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,35770
10631,Chevrolet,TrailBlazer,2009,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,31330
10632,Chevrolet,TrailBlazer,2009,premium unleaded (recommended),390.0,8.0,4.0,"Factory Tuner,Performance",Midsize,4dr SUV,12,39330
10633,Chevrolet,TrailBlazer,2009,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,31275
10634,Chevrolet,TrailBlazer,2009,regular unleaded,285.0,6.0,4.0,,Midsize,4dr SUV,14,33595
