,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
8881,2,u,SA,17.3,3193.0,2.0,1.0,1.0,159.0,,-37.97363,145.02302,Southern Metropolitan,2866.0,0
8882,4,h,S,11.5,3046.0,4.0,2.0,1.0,589.0,,-37.7151,144.9157,Northern Metropolitan,2651.0,0
8883,4,h,S,31.7,3337.0,4.0,1.0,2.0,865.0,1980.0,-37.67396,144.55784,Northern Victoria,6065.0,0
8884,3,h,S,10.5,3020.0,3.0,1.0,2.0,508.0,1950.0,-37.7807,144.83648,Western Metropolitan,3755.0,0
8885,2,u,S,4.6,3142.0,2.0,1.0,1.0,649.0,1935.0,-37.8486,145.00799999999995,Southern Metropolitan,7217.0,0
8886,4,h,S,8.4,3015.0,4.0,3.0,2.0,233.0,2011.0,-37.841,144.8874,Western Metropolitan,5498.0,0
8887,2,h,SP,6.4,3011.0,2.0,1.0,1.0,313.0,1915.0,-37.7966,144.9016,Western Metropolitan,7570.0,0
8888,2,h,S,9.4,3081.0,2.0,1.0,1.0,331.0,1960.0,-37.7441,145.0379,Eastern Metropolitan,2674.0,0
8889,4,h,S,15.2,3191.0,4.0,2.0,2.0,463.0,1998.0,-37.95877,145.02701000000005,Southern Metropolitan,4497.0,1
8890,3,h,SP,9.9,3044.0,3.0,2.0,2.0,608.0,1940.0,-37.7182,144.9405,Northern Metropolitan,7485.0,0
8891,2,u,S,7.2,3184.0,2.0,1.0,1.0,3256.0,1970.0,-37.87594,144.98833,Southern Metropolitan,8989.0,0
8892,3,h,S,13.9,3108.0,4.0,3.0,2.0,385.0,,-37.7774,145.1205,Eastern Metropolitan,9028.0,0
8893,4,h,PI,13.9,3108.0,4.0,2.0,2.0,664.0,1980.0,-37.7895,145.1116,Eastern Metropolitan,9028.0,1
8894,2,h,S,4.1,3206.0,2.0,1.0,1.0,107.0,1900.0,-37.8468,144.9612,Southern Metropolitan,2019.0,1
8895,4,h,S,16.7,3150.0,4.0,1.0,2.0,655.0,1970.0,-37.87173,145.15267,Eastern Metropolitan,15321.0,1
8896,3,h,S,5.9,3032.0,3.0,3.0,1.0,491.0,1950.0,-37.7727,144.9136,Western Metropolitan,6567.0,0
8897,4,h,SP,39.8,3808.0,4.0,2.0,2.0,1031.0,1960.0,-38.00224,145.41081,Eastern Victoria,973.0,0
8898,3,h,S,5.2,3056.0,3.0,1.0,1.0,346.0,1900.0,-37.7738,144.9695,Northern Metropolitan,11918.0,1
8899,2,u,SP,2.4,3121.0,2.0,1.0,1.0,0.0,1970.0,-37.81977,144.99597,Northern Metropolitan,14949.0,0
8900,2,h,S,11.2,3073.0,2.0,1.0,0.0,452.0,,-37.7271,145.0009,Northern Metropolitan,21650.0,0
8901,6,h,PI,12.3,3166.0,6.0,4.0,3.0,1063.0,,-37.909,145.12059,Southern Metropolitan,2547.0,1
8902,3,h,SP,9.4,3081.0,3.0,1.0,2.0,665.0,,-37.739,145.0451,Eastern Metropolitan,2674.0,0
8903,2,u,S,3.3,3141.0,2.0,0.0,0.0,0.0,,-37.8357,144.9859,Southern Metropolitan,14887.0,0
8904,2,h,S,8.2,3012.0,2.0,1.0,2.0,0.0,1970.0,-37.7952,144.8749,Western Metropolitan,5058.0,0
8905,4,h,SP,18.0,3095.0,4.0,2.0,2.0,816.0,1966.0,-37.72308,145.14011000000005,Eastern Metropolitan,6990.0,0
8906,2,u,SP,8.5,3044.0,2.0,1.0,1.0,164.0,2008.0,-37.72219000000001,144.92559,Northern Metropolitan,7485.0,0
8907,2,h,S,11.2,3073.0,2.0,1.0,1.0,537.0,,-37.7269,144.988,Northern Metropolitan,21650.0,0
8908,4,h,S,13.5,3042.0,3.0,1.0,2.0,597.0,,-37.7259,144.8792,Western Metropolitan,3464.0,0
8909,2,h,S,9.4,3081.0,2.0,1.0,1.0,583.0,,-37.7352,145.0449,Eastern Metropolitan,2674.0,0
8910,3,h,S,13.9,3165.0,3.0,1.0,3.0,337.0,1950.0,-37.9331,145.0586,Southern Metropolitan,10969.0,0
8911,2,h,S,8.4,3015.0,2.0,1.0,0.0,301.0,,-37.8472,144.8907,Western Metropolitan,5498.0,0
8912,3,h,S,9.9,3044.0,3.0,1.0,2.0,641.0,1950.0,-37.7253,144.938,Northern Metropolitan,7485.0,0
8913,3,h,S,11.4,3084.0,3.0,1.0,1.0,625.0,1960.0,-37.7412,145.0642,Eastern Metropolitan,3540.0,0
8914,4,h,S,13.0,3166.0,1.0,1.0,1.0,369.0,,-37.9054,145.0857,Southern Metropolitan,3145.0,0
8915,3,h,S,10.4,3042.0,3.0,2.0,1.0,697.0,2017.0,-37.72812,144.88735,Western Metropolitan,3464.0,0
8916,3,h,S,3.0,3067.0,3.0,1.0,0.0,142.0,1880.0,-37.80359,144.99538,Northern Metropolitan,4019.0,1
8917,3,h,S,12.1,3083.0,3.0,1.0,2.0,582.0,1970.0,-37.70301,145.06341,Northern Metropolitan,10175.0,0
8918,3,u,S,11.2,3127.0,3.0,1.0,2.0,195.0,,-37.8287,145.1022,Southern Metropolitan,5457.0,0
8919,3,t,SP,5.8,3078.0,3.0,1.0,1.0,185.0,1990.0,-37.7665,145.0175,Northern Metropolitan,2970.0,0
8920,4,h,S,7.0,3013.0,4.0,2.0,2.0,431.0,,-37.8186,144.8764,Western Metropolitan,6543.0,0
8921,3,h,S,18.8,3170.0,3.0,1.0,2.0,656.0,1972.0,-37.93271,145.17792,South-Eastern Metropolitan,7113.0,0
8922,2,u,S,11.2,3127.0,2.0,1.0,0.0,0.0,1950.0,-37.8138,145.0879,Southern Metropolitan,5457.0,0
8923,2,u,S,11.4,3163.0,2.0,1.0,1.0,333.0,,-37.8867,145.0653,Southern Metropolitan,7822.0,0
8924,3,h,VB,14.2,3149.0,3.0,1.0,2.0,1028.0,1965.0,-37.89757,145.11825,Eastern Metropolitan,13366.0,1
8925,2,u,S,4.5,3181.0,2.0,1.0,1.0,0.0,2000.0,-37.8506,144.9919,Southern Metropolitan,7717.0,0
8926,1,u,SP,11.8,3204.0,1.0,1.0,1.0,0.0,1970.0,-37.9028,145.0426,Southern Metropolitan,3578.0,0
8927,4,h,PI,22.2,3172.0,4.0,2.0,2.0,364.0,1995.0,-37.96853,145.12948,South-Eastern Metropolitan,3940.0,0
8928,4,h,S,17.2,3133.0,4.0,2.0,2.0,600.0,,-37.83944,145.18641000000005,Eastern Metropolitan,4181.0,1
8929,4,h,S,12.9,3043.0,4.0,2.0,2.0,462.0,2008.0,-37.69953,144.89941000000005,Western Metropolitan,1071.0,0
8930,4,h,S,12.9,3043.0,4.0,2.0,2.0,729.0,1980.0,-37.6927,144.89395,Western Metropolitan,3285.0,0
8931,3,h,S,11.2,3042.0,3.0,1.0,1.0,643.0,1950.0,-37.736,144.8839,Western Metropolitan,2291.0,0
8932,4,h,S,8.4,3015.0,4.0,2.0,3.0,539.0,2000.0,-37.8366,144.8773,Western Metropolitan,5498.0,1
8933,2,u,S,7.7,3184.0,2.0,1.0,2.0,0.0,2003.0,-37.8844,144.9855,Southern Metropolitan,8989.0,0
8934,2,h,S,8.2,3012.0,2.0,1.0,1.0,92.0,1970.0,-37.8095,144.869,Western Metropolitan,5058.0,0
8935,3,t,S,13.9,3165.0,3.0,2.0,2.0,167.0,2009.0,-37.9219,145.0733,Southern Metropolitan,10969.0,0
8936,2,u,S,5.9,3055.0,2.0,1.0,2.0,568.0,,-37.7682,144.9422,Northern Metropolitan,7082.0,0
8937,3,h,PI,25.2,3173.0,3.0,2.0,2.0,552.0,,-37.99013,145.17911999999995,South-Eastern Metropolitan,8459.0,0
8938,3,h,SP,6.3,3013.0,3.0,2.0,2.0,492.0,2017.0,-37.82413,144.87513,Western Metropolitan,6543.0,0
8939,3,h,S,8.0,3040.0,3.0,1.0,1.0,476.0,,-37.7495,144.9157,Western Metropolitan,9264.0,1
8940,2,u,S,6.4,3011.0,2.0,1.0,1.0,0.0,1960.0,-37.789,144.8932,Western Metropolitan,7570.0,0
8941,4,t,S,13.9,3165.0,3.0,2.0,2.0,319.0,2015.0,-37.9256,145.0533,Southern Metropolitan,10969.0,1
8942,2,u,VB,4.6,3142.0,2.0,1.0,1.0,0.0,,-37.8432,145.0206,Southern Metropolitan,7217.0,0
8943,3,u,SP,9.9,3044.0,3.0,2.0,2.0,197.0,2007.0,-37.7266,144.9496,Northern Metropolitan,7485.0,0
8944,3,h,SP,13.9,3020.0,3.0,2.0,2.0,605.0,1965.0,-37.7792,144.8117,Western Metropolitan,2185.0,0
8945,2,u,S,7.5,3123.0,2.0,1.0,1.0,0.0,1970.0,-37.8254,145.047,Southern Metropolitan,6482.0,0
8946,3,h,S,6.5,3071.0,2.0,1.0,2.0,410.0,,-37.7604,144.9877,Northern Metropolitan,8870.0,0
8947,2,u,S,13.0,3204.0,2.0,1.0,2.0,321.0,,-37.9257,145.0501,Southern Metropolitan,6795.0,0
8948,3,h,S,14.5,3042.0,3.0,2.0,2.0,260.0,,-37.7226,144.8569,Western Metropolitan,1119.0,0
8949,4,h,S,10.8,3105.0,4.0,2.0,2.0,602.0,1970.0,-37.76012,145.0854,Eastern Metropolitan,4480.0,1
8950,2,u,SP,1.5,3002.0,2.0,2.0,2.0,0.0,2010.0,-37.8127,144.9847,Northern Metropolitan,3040.0,1
8951,3,h,S,8.4,3072.0,3.0,2.0,2.0,515.0,1920.0,-37.74794,144.99111000000005,Northern Metropolitan,14577.0,1
8952,3,u,SP,13.9,3165.0,3.0,2.0,1.0,388.0,2007.0,-37.9329,145.053,Southern Metropolitan,10969.0,0
8953,5,h,S,7.7,3184.0,5.0,2.0,1.0,399.0,1910.0,-37.8777,144.9915,Southern Metropolitan,8989.0,2
8954,2,u,S,8.7,3162.0,2.0,1.0,1.0,601.0,,-37.88524,145.02398,Southern Metropolitan,2379.0,0
8955,3,u,PI,1.8,3052.0,3.0,2.0,1.0,2431.0,,-37.78212,144.95755,Northern Metropolitan,2309.0,1
8956,4,h,S,9.4,3025.0,4.0,2.0,5.0,562.0,1950.0,-37.84384,144.84637,Western Metropolitan,5132.0,0
8957,4,h,PI,5.9,3144.0,4.0,2.0,2.0,510.0,,-37.863,145.03946000000005,Southern Metropolitan,4675.0,2
8958,5,h,SP,28.5,3802.0,5.0,2.0,2.0,836.0,1992.0,-37.98873,145.27019,South-Eastern Metropolitan,8443.0,0
8959,3,h,S,11.7,3125.0,3.0,1.0,1.0,667.0,1950.0,-37.8489,145.1093,Southern Metropolitan,5678.0,1
8960,3,h,SP,35.2,3806.0,3.0,2.0,2.0,957.0,,-38.03383,145.36314,Eastern Victoria,17093.0,0
8961,3,u,S,11.2,3042.0,3.0,2.0,1.0,320.0,,-37.7377,144.888,Western Metropolitan,2291.0,0
8962,2,u,S,10.7,3187.0,2.0,1.0,1.0,171.0,1970.0,-37.9125,145.0114,Southern Metropolitan,6938.0,0
8963,2,u,S,6.3,3143.0,3.0,1.0,1.0,0.0,,-37.8573,145.0112,Southern Metropolitan,4836.0,0
8964,3,h,S,9.2,3146.0,3.0,1.0,2.0,652.0,,-37.8552,145.0785,Southern Metropolitan,10412.0,1
8965,4,h,S,9.9,3044.0,4.0,1.0,1.0,733.0,1960.0,-37.7194,144.9307,Northern Metropolitan,7485.0,0
8966,3,h,S,12.1,3046.0,3.0,1.0,2.0,570.0,1970.0,-37.7106,144.9491,Northern Metropolitan,2606.0,0
8967,4,h,PI,9.0,3126.0,4.0,2.0,3.0,812.0,1927.0,-37.8323,145.0842,Southern Metropolitan,3265.0,2
8968,4,h,SP,31.2,3197.0,4.0,1.0,3.0,1000.0,,-38.07921,145.12761,South-Eastern Metropolitan,1989.0,0
8969,4,h,S,13.9,3108.0,4.0,2.0,2.0,814.0,,-37.7859,145.12,Eastern Metropolitan,9028.0,1
8970,2,h,S,11.7,3125.0,1.0,1.0,1.0,698.0,1960.0,-37.8518,145.1278,Southern Metropolitan,5678.0,1
8971,4,h,SP,10.5,3034.0,4.0,3.0,2.0,656.0,1990.0,-37.7522,144.8659,Western Metropolitan,4502.0,1
8972,2,h,S,6.6,3183.0,2.0,1.0,0.0,159.0,1930.0,-37.874,144.9933,Southern Metropolitan,2952.0,0
8973,2,h,S,6.7,3058.0,2.0,1.0,3.0,398.0,,-37.74966,144.9682,Northern Metropolitan,11204.0,0
8974,3,h,SP,13.5,3042.0,3.0,2.0,2.0,657.0,,-37.7269,144.8742,Western Metropolitan,3464.0,0
8975,3,h,S,13.8,3165.0,3.0,2.0,2.0,264.0,,-37.91155,145.076,Southern Metropolitan,10969.0,0
8976,4,h,S,16.7,3150.0,4.0,2.0,2.0,657.0,,-37.90466,145.19433999999995,South-Eastern Metropolitan,7392.0,1
8977,2,u,VB,5.9,3032.0,2.0,1.0,1.0,423.0,1970.0,-37.7736,144.9015,Western Metropolitan,6567.0,0
8978,2,u,S,6.6,3183.0,2.0,1.0,1.0,0.0,,-37.8691,144.9974,Southern Metropolitan,2952.0,0
8979,3,t,S,9.9,3044.0,3.0,2.0,1.0,141.0,2009.0,-37.7177,144.9328,Northern Metropolitan,7485.0,0
8980,2,h,SP,9.2,3058.0,2.0,1.0,3.0,526.0,1940.0,-37.732,144.9832,Northern Metropolitan,3445.0,0
8981,3,h,SP,11.1,3025.0,5.0,2.0,2.0,276.0,2010.0,-37.8262,144.8443,Western Metropolitan,5132.0,0
8982,2,u,VB,6.9,3039.0,2.0,1.0,1.0,0.0,2014.0,-37.7677,144.92,Western Metropolitan,6232.0,0
8983,4,h,S,5.6,3101.0,4.0,1.0,2.0,520.0,,-37.8082,145.0323,Southern Metropolitan,10331.0,1
8984,5,h,S,22.2,3172.0,5.0,3.0,2.0,619.0,1975.0,-37.97545,145.12053999999995,South-Eastern Metropolitan,3940.0,0
8985,3,h,SP,34.1,3805.0,3.0,2.0,2.0,731.0,1972.0,-38.02938,145.31876,South-Eastern Metropolitan,9376.0,0
8986,3,h,SP,14.9,3087.0,3.0,1.0,1.0,605.0,1970.0,-37.7166,145.0837,Northern Metropolitan,2329.0,0
8987,3,h,S,3.3,3206.0,3.0,2.0,1.0,177.0,1880.0,-37.8415,144.9585,Southern Metropolitan,3280.0,2
8988,5,h,S,21.3,3135.0,5.0,2.0,2.0,543.0,1980.0,-37.83145,145.22826,Eastern Metropolitan,3794.0,0
8989,3,h,S,10.5,3081.0,3.0,1.0,2.0,580.0,,-37.738,145.0563,Eastern Metropolitan,2947.0,0
8990,3,h,S,8.4,3015.0,3.0,1.0,2.0,595.0,,-37.8394,144.8669,Western Metropolitan,5498.0,0
8991,3,h,VB,21.5,3195.0,3.0,2.0,2.0,259.0,2007.0,-37.9905,145.06999,South-Eastern Metropolitan,5087.0,1
8992,4,h,VB,7.8,3124.0,4.0,3.0,4.0,697.0,1980.0,-37.836,145.056,Southern Metropolitan,8920.0,1
8993,3,h,S,7.8,3058.0,3.0,2.0,2.0,435.0,,-37.7477,144.9483,Northern Metropolitan,11204.0,1
8994,3,h,PI,13.4,3130.0,3.0,1.0,1.0,335.0,1960.0,-37.82876,145.13808999999995,Eastern Metropolitan,5713.0,0
8995,3,h,S,11.2,3073.0,2.0,3.0,6.0,957.0,,-37.7012,145.0069,Northern Metropolitan,21650.0,0
8996,3,h,S,15.3,3074.0,3.0,1.0,2.0,544.0,1970.0,-37.68336,145.0029,Northern Metropolitan,7955.0,0
8997,2,u,PI,4.4,3031.0,2.0,1.0,1.0,0.0,,-37.7826,144.9273,Northern Metropolitan,3593.0,0
8998,3,h,S,10.1,3163.0,3.0,,2.0,627.0,1930.0,-37.89561,145.07502,Southern Metropolitan,4442.0,1
8999,1,u,S,3.3,3141.0,1.0,1.0,1.0,0.0,2013.0,-37.8392,144.9947,Southern Metropolitan,14887.0,0
9000,1,u,SP,11.8,3204.0,1.0,1.0,1.0,0.0,2010.0,-37.9016,145.0414,Southern Metropolitan,3578.0,0
9001,3,h,SP,7.8,3124.0,3.0,2.0,0.0,584.0,1920.0,-37.8349,145.0758,Southern Metropolitan,8920.0,1
9002,3,h,SP,12.0,3073.0,3.0,1.0,4.0,614.0,1960.0,-37.71562,145.02175,Northern Metropolitan,21650.0,0
9003,2,h,SP,2.3,3051.0,2.0,2.0,1.0,146.0,,-37.7959,144.9464,Northern Metropolitan,6821.0,1
9004,4,h,S,13.7,3188.0,3.0,3.0,2.0,560.0,,-37.9333,144.9977,Southern Metropolitan,5454.0,2
9005,4,h,S,17.9,3192.0,4.0,2.0,2.0,806.0,,-37.97245,145.07566,Southern Metropolitan,9758.0,1
9006,3,h,VB,3.0,3206.0,3.0,2.0,,137.0,1890.0,-37.84388,144.95303,Southern Metropolitan,3280.0,1
9007,3,h,S,13.3,3020.0,3.0,1.0,3.0,629.0,,-37.774,144.8443,Western Metropolitan,4217.0,0
9008,3,h,S,8.8,3072.0,4.0,1.0,2.0,591.0,,-37.7333,145.0353,Northern Metropolitan,14577.0,0
9009,1,u,S,6.6,3183.0,1.0,1.0,0.0,0.0,1940.0,-37.8686,144.9969,Southern Metropolitan,2952.0,0
9010,2,h,S,5.5,3070.0,2.0,1.0,1.0,354.0,1920.0,-37.7638,144.9933,Northern Metropolitan,11364.0,0
9011,3,h,S,13.5,3042.0,3.0,1.0,1.0,841.0,,-37.7251,144.8785,Western Metropolitan,3464.0,0
9012,3,h,S,6.5,3071.0,3.0,1.0,3.0,705.0,,-37.7611,145.0142,Northern Metropolitan,8870.0,1
9013,2,u,S,21.3,3135.0,2.0,1.0,2.0,190.0,1970.0,-37.80551,145.24589,Eastern Metropolitan,4407.0,0
9014,2,t,S,1.9,3205.0,2.0,2.0,1.0,336.0,,-37.83401,144.96653999999995,Southern Metropolitan,5943.0,0
9015,3,h,S,3.0,3206.0,3.0,2.0,,152.0,1900.0,-37.84662,144.95675,Southern Metropolitan,3280.0,1
9016,5,h,PI,9.2,3104.0,5.0,4.0,2.0,760.0,2015.0,-37.7907,145.0907,Southern Metropolitan,7809.0,2
9017,4,h,PI,8.8,3072.0,3.0,1.0,1.0,396.0,1920.0,-37.7361,145.0093,Northern Metropolitan,14577.0,0
9018,2,t,S,8.5,3185.0,2.0,2.0,1.0,0.0,,-37.8868,145.0,Southern Metropolitan,4898.0,0
9019,5,t,S,13.0,3046.0,5.0,1.0,1.0,227.0,2013.0,-37.6979,144.941,Northern Metropolitan,8870.0,0
9020,3,h,S,4.5,3181.0,3.0,2.0,1.0,272.0,1900.0,-37.8553,145.007,Southern Metropolitan,7717.0,1
9021,3,h,S,7.8,3058.0,3.0,2.0,2.0,588.0,,-37.7445,144.9751,Northern Metropolitan,11204.0,1
9022,4,h,S,11.2,3186.0,4.0,1.0,2.0,695.0,1970.0,-37.9262,144.9969,Southern Metropolitan,10579.0,2
9023,3,h,S,9.7,3104.0,3.0,2.0,2.0,625.0,,-37.80245,145.07963,Southern Metropolitan,7809.0,2
9024,5,h,VB,9.7,3103.0,5.0,4.0,3.0,1437.0,,-37.8058,145.0882,Southern Metropolitan,5682.0,2
9025,3,h,S,13.7,3188.0,3.0,2.0,2.0,413.0,1970.0,-37.933,144.9975,Southern Metropolitan,5454.0,1
9026,3,h,SP,12.4,3060.0,3.0,1.0,2.0,604.0,,-37.7017,144.9676,Northern Metropolitan,5070.0,0
9027,4,h,S,16.7,3150.0,4.0,2.0,2.0,768.0,1970.0,-37.89965,145.17135,Eastern Metropolitan,15321.0,1
9028,3,h,VB,15.5,3038.0,3.0,1.0,4.0,802.0,1978.0,-37.72343,144.81411,Western Metropolitan,3656.0,0
9029,3,h,S,1.5,3002.0,2.0,2.0,3.0,364.0,,-37.8127,144.9861,Northern Metropolitan,3040.0,2
9030,4,u,S,1.2,3006.0,4.0,3.0,1.0,0.0,1995.0,-37.8267,144.9687,Southern Metropolitan,8400.0,0
9031,6,h,S,11.4,3084.0,3.0,3.0,4.0,911.0,,-37.7312,145.0635,Eastern Metropolitan,3540.0,1
9032,1,u,VB,6.5,3071.0,1.0,1.0,1.0,0.0,1999.0,-37.7634,145.02100000000004,Northern Metropolitan,8870.0,0
9033,2,u,S,2.1,3205.0,2.0,1.0,1.0,0.0,2004.0,-37.8369,144.968,Southern Metropolitan,5943.0,0
9034,3,h,S,13.5,3020.0,3.0,1.0,2.0,650.0,,-37.7968,144.8086,Western Metropolitan,6763.0,0
9035,1,u,S,1.3,3002.0,1.0,1.0,1.0,0.0,1990.0,-37.81177,144.97617,Northern Metropolitan,3040.0,0
9036,3,h,S,38.0,3199.0,3.0,1.0,1.0,650.0,,-38.15882,145.12913999999995,South-Eastern Metropolitan,17055.0,0
9037,4,t,S,14.6,3189.0,3.0,2.0,2.0,220.0,2015.0,-37.9387,145.0398,Southern Metropolitan,2555.0,1
9038,3,u,S,11.2,3186.0,3.0,2.0,1.0,188.0,,-37.9181,144.9933,Southern Metropolitan,10579.0,1
9039,3,h,VB,5.4,3101.0,3.0,2.0,1.0,275.0,1992.0,-37.80442,145.04085,Southern Metropolitan,10331.0,1
9040,5,h,S,7.3,3146.0,5.0,2.0,2.0,847.0,,-37.85611,145.08776,Southern Metropolitan,10412.0,2
9041,3,h,S,11.4,3084.0,3.0,2.0,1.0,606.0,1955.0,-37.7347,145.0783,Eastern Metropolitan,3540.0,0
9042,3,u,S,2.1,3205.0,3.0,2.0,2.0,0.0,2001.0,-37.8311,144.9679,Southern Metropolitan,5943.0,0
9043,1,u,S,7.2,3184.0,1.0,1.0,1.0,0.0,,-37.8713,144.98776999999995,Southern Metropolitan,8989.0,0
9044,3,h,S,4.5,3181.0,3.0,2.0,0.0,146.0,1900.0,-37.8519,145.0055,Southern Metropolitan,7717.0,1
9045,4,h,SP,13.9,3108.0,4.0,2.0,3.0,767.0,1963.0,-37.7735,145.1044,Eastern Metropolitan,9028.0,1
9046,3,h,SP,25.2,3173.0,3.0,1.0,4.0,540.0,1980.0,-37.9884,145.15925,South-Eastern Metropolitan,8459.0,0
9047,2,u,VB,3.5,3068.0,2.0,1.0,1.0,4296.0,2012.0,-37.7846,144.9785,Northern Metropolitan,6244.0,0
9048,3,u,S,9.1,3040.0,3.0,1.0,1.0,229.0,1996.0,-37.7606,144.8973,Western Metropolitan,1543.0,0
9049,1,u,PI,3.3,3141.0,1.0,1.0,0.0,0.0,1910.0,-37.8423,144.997,Southern Metropolitan,14887.0,0
9050,2,u,VB,8.1,3161.0,2.0,1.0,1.0,0.0,2011.0,-37.8609,145.0126,Southern Metropolitan,6923.0,0
9051,3,u,S,2.8,3000.0,3.0,2.0,3.0,0.0,,-37.8095,144.9691,Northern Metropolitan,17496.0,0
9052,3,h,S,8.7,3032.0,3.0,1.0,2.0,696.0,,-37.7832,144.8864,Western Metropolitan,4918.0,0
9053,3,h,S,5.2,3056.0,3.0,1.0,1.0,210.0,1900.0,-37.7597,144.9545,Northern Metropolitan,11918.0,0
9054,3,h,SP,14.9,3087.0,3.0,1.0,2.0,312.0,,-37.7031,145.0773,Northern Metropolitan,2329.0,0
9055,3,t,S,4.5,3057.0,2.0,1.0,1.0,0.0,2003.0,-37.7789,144.9739,Northern Metropolitan,5533.0,0
9056,3,u,S,4.6,3122.0,3.0,2.0,2.0,189.0,,-37.8258,145.0446,Southern Metropolitan,11308.0,0
9057,3,h,S,2.5,3121.0,2.0,2.0,2.0,138.0,2001.0,-37.8288,144.9891,Northern Metropolitan,1123.0,1
9058,3,h,S,13.3,3020.0,3.0,2.0,2.0,528.0,1990.0,-37.758,144.8256,Western Metropolitan,4217.0,0
9059,4,h,VB,11.8,3204.0,4.0,2.0,2.0,862.0,1970.0,-37.8993,145.0447,Southern Metropolitan,3578.0,1
9060,5,h,VB,7.9,3103.0,5.0,3.0,2.0,785.0,,-37.81161,145.07622,Southern Metropolitan,5682.0,2
9061,3,h,S,2.5,3067.0,3.0,1.0,0.0,183.0,,-37.8022,144.9975,Northern Metropolitan,4019.0,0
9062,1,u,S,5.1,3181.0,1.0,1.0,1.0,0.0,1974.0,-37.8568,145.0004,Southern Metropolitan,4380.0,0
9063,1,u,PI,8.4,3072.0,1.0,1.0,1.0,631.0,1965.0,-37.74495,144.99322,Northern Metropolitan,14577.0,0
9064,4,t,SP,10.3,3187.0,4.0,3.0,2.0,345.0,2001.0,-37.91503,145.00888,Southern Metropolitan,6938.0,1
9065,3,h,S,11.2,3073.0,2.0,1.0,2.0,491.0,,-37.7152,144.9823,Northern Metropolitan,21650.0,0
9066,3,u,S,13.5,3020.0,3.0,2.0,1.0,240.0,2011.0,-37.7891,144.8152,Western Metropolitan,6763.0,0
9067,4,h,S,11.7,3033.0,4.0,2.0,2.0,599.0,,-37.73514,144.87143999999995,Western Metropolitan,5629.0,1
9068,4,h,S,7.0,3013.0,4.0,1.0,5.0,445.0,1977.0,-37.8228,144.8769,Western Metropolitan,6543.0,0
9069,3,h,S,11.8,3127.0,3.0,2.0,2.0,624.0,,-37.8203,145.1105,Eastern Metropolitan,2079.0,1
9070,2,u,S,4.6,3122.0,2.0,1.0,1.0,711.0,,-37.8144,145.0328,Southern Metropolitan,11308.0,0
9071,5,h,S,24.7,3175.0,5.0,2.0,4.0,779.0,1970.0,-37.94465,145.21236000000005,South-Eastern Metropolitan,8322.0,0
9072,2,h,S,5.8,3078.0,2.0,1.0,1.0,66.0,,-37.7722,145.0178,Northern Metropolitan,2970.0,0
9073,2,u,S,11.2,3186.0,2.0,1.0,1.0,0.0,,-37.9097,144.9914,Southern Metropolitan,10579.0,0
9074,3,t,S,7.2,3184.0,3.0,2.0,2.0,797.0,1997.0,-37.8867,144.99141,Southern Metropolitan,8989.0,1
9075,2,t,SP,10.6,3084.0,2.0,1.0,1.0,110.0,2010.0,-37.7489,145.07,Eastern Metropolitan,2890.0,0
9076,5,h,VB,6.1,3182.0,5.0,2.0,2.0,436.0,1910.0,-37.8618,144.982,Southern Metropolitan,13240.0,1
9077,2,u,S,4.6,3122.0,2.0,1.0,1.0,0.0,,-37.8166,145.0163,Southern Metropolitan,11308.0,0
9078,2,u,S,13.9,3165.0,2.0,1.0,2.0,318.0,,-37.9218,145.0563,Southern Metropolitan,10969.0,0
9079,3,h,S,1.6,3066.0,3.0,1.0,0.0,183.0,1880.0,-37.7948,144.9875,Northern Metropolitan,4553.0,0
9080,3,u,S,10.7,3187.0,3.0,2.0,1.0,227.0,1998.0,-37.9191,145.0074,Southern Metropolitan,6938.0,1
9081,3,h,S,31.7,3429.0,3.0,2.0,2.0,563.0,1994.0,-37.57499,144.75329,Western Metropolitan,14092.0,0
9082,3,h,PI,5.4,3101.0,3.0,2.0,2.0,200.0,,-37.7948,145.0364,Southern Metropolitan,10331.0,1
9083,3,h,S,5.2,3056.0,3.0,1.0,1.0,318.0,1927.0,-37.7648,144.9633,Northern Metropolitan,11918.0,1
9084,5,t,SP,14.3,3109.0,5.0,3.0,2.0,365.0,,-37.77821,145.1569,Eastern Metropolitan,10999.0,1
9085,3,h,S,11.2,3046.0,3.0,1.0,2.0,676.0,1960.0,-37.70328,144.94161,Northern Metropolitan,2606.0,0
9086,1,u,PI,3.3,3141.0,2.0,1.0,1.0,0.0,2011.0,-37.8421,144.9978,Southern Metropolitan,14887.0,0
9087,3,u,S,11.8,3105.0,3.0,1.0,1.0,421.0,,-37.7798,145.1023,Eastern Metropolitan,4480.0,0
9088,1,u,S,9.2,3146.0,1.0,1.0,0.0,0.0,,-37.8588,145.0512,Southern Metropolitan,10412.0,0
9089,3,h,PI,13.7,3188.0,3.0,1.0,2.0,251.0,,-37.9411,145.0011,Southern Metropolitan,5454.0,1
9090,3,h,S,10.7,3187.0,3.0,3.0,2.0,481.0,2012.0,-37.931,145.0198,Southern Metropolitan,6938.0,1
9091,3,u,SP,11.2,3073.0,3.0,1.0,2.0,521.0,2010.0,-37.7097,144.9912,Northern Metropolitan,21650.0,0
